127,"MATH 421 Fourier Analysis I","Introduction to PDEs, wave and heat equations. Classical Fourier series on the circle, applications of Fourier series. Generalized Fourier series, Bessel and Legendre series.",4
128,"MATH 422 Fourier Analysis II","General theory of PDEs, the Fourier transform. Laplace and Poisson equations, Green's functions and application. Mean value theorem and max-min principle.",4
129,"MATH 425 Statistical Methods I","Statistical methods for upper-division and graduate students anticipating research in nonmathematical disciplines. Presentation of data, sampling distributions, tests of significance, confidence intervals, linear regression, analysis of variance, correlation, statistical software. Sequence. Only nonmajors may receive upper-division credit. Students cannot receive credit for both MATH 243 and 425.",4
130,"MATH 431 Intro to Topology","Elementary point-set topology with an introduction to combinatorial topology and homotopy. Sequence.",4
131,"MATH 432 Intro to Topology","Elementary point-set topology with an introduction to combinatorial topology and homotopy. Sequence.",4
132,"MATH 433 Intro Differen Geom","Plane and space curves, Frenet-Serret formula surfaces. Local differential geometry, Gauss-Bonnet formula, introduction to manifolds.",4
133,"MATH 441 Linear Algebra","Theory of vector spaces over arbitrary fields, theory of a single linear transformation, minimal polynomials, Jordan and rational canonical forms, quadratic forms, quotient spaces.",4
134,"MATH 444 Intro Abstract Alg I","Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory. Sequence.",4
135,"MATH 445 Intro Abstract Alg II","Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.",4
136,"MATH 446 Intro Abtract Alg III","Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.",4
137,"MATH 456 Networks & Combinator","Fundamentals of modern combinatorics, graph theory, networks, trees, enumeration, generating functions, recursion, inclusion and exclusion, ordered sets, lattices, Boolean algebras.",4
138,"MATH 457 Discrete Dynam Systems","Linear and nonlinear first-order dynamical systems, equilibrium, cobwebs, Newton's method. Bifurcation and chaos. Introduction to higher-order systems. Applications to economics, genetics, ecology.",4
139,"MATH 461 intro Methods Stats I","Discrete and continuous probability models, useful distributions, applications of moment-generating functions, sample theory with applications to tests of hypotheses, point and confidence interval estimates. Sequence.",4
140,"MATH 462 Intro Methods Stats II","Discrete and continuous probability models, useful distributions, applications of moment-generating functions, sample theory with applications to tests of hypotheses, point and confidence interval estimates.",4
141,"MATH 463 Regressions & Variance","Multinomial distribution and chi-square tests of fit, simple and multiple linear regression, analysis of variance and covariance, methods of model selection and evaluation, use of statistical software.",4
